Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_1426	WP_002963522	COG5456	0	P	Nitrogen fixation protein FixH	FixH			
group_1428	WP_004682943	COG3257	0	F	Ureidoglycine aminohydrolase	AllE		19935661	1RC6
group_1429	WP_005969939	COG4564	0	T	Signal transduction histidine kinase				2QHK
group_1431	WP_004682909	COG0414	0	H	Panthothenate synthetase	PanC	Pantothenate/CoA biosynthesis	17968677	1DIN
group_1432	WP_004682901	COG1346	0	M	Putative effector of murein hydrolase	LrgB			
group_1433	WP_002970959	COG0726	0	GM	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	CDA1			1NY1
group_1434	WP_002963473	COG2340	0	DR	Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain	YkwD		31199835	1CFE
group_1435	WP_005969977	COG4977	0	K	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	GlxA			
group_144	WP_004681086	COG3119	0	P	Arylsulfatase A or related enzyme, AlkP superfamily	AslA			1E1Z
group_1440	WP_004682863	COG0834	0	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	HisJ			1GGG
group_1441	WP_004682849	COG1309	0	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	AcrR			2QOP
group_1442	WP_004685420	COG0546	0	C	Phosphoglycolate phosphatase, HAD superfamily	Gph			2NYV
group_1444	WP_004682819	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_1447	WP_004682792	COG0829	0	O	Urease accessory protein UreH	UreH			3SF5
group_1448	WP_002965670	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_145	WP_004685898	COG3839	0	G	ABC-type sugar transport system, ATPase component MalK	MalK			2ONK
group_1450	WP_002965679	COG0637	0	G	Beta-phosphoglucomutase, HAD superfamily	YcjU		29684280	3E58
group_1452	WP_002965688	COG1464	0	P	ABC-type metal ion transport system, periplasmic component/surface antigen	NlpA			1P99
group_1453	WP_002968574	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_1454	WP_004682341	COG3802	0	S	Uncharacterized conserved protein GguC, FAA hydrolase family	GguC			
group_1455	WP_002965709	COG0800	0	G	2-keto-3-deoxy-6-phosphogluconate aldolase	Eda	Entner-Doudoroff pathway		2V81
group_1456	WP_002965713	COG0115	0	EH	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	IlvE	Isoleucine, leucine, valine biosynthesis		1A3G
group_1458	WP_002968561	COG0662	3	G	Mannose-6-phosphate isomerase, cupin superfamily	ManC			1IPJ
group_1458	WP_002968561	COG1396	3	K	Transcriptional regulator, contains XRE-family HTH domain	HipB			1ADR
group_1459	WP_004682315	COG3637	0	M	Opacity protein LomR and related surface antigens	LomR			1Q9F
group_1460	WP_005972432	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
group_1462	WP_010659530	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1463	WP_005972446	COG2423	0	E	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	OCDMu	Proline biosynthesis		2I99
group_1464	WP_002965759	COG0136	0	E	Aspartate-semialdehyde dehydrogenase	Asd	Lysine biosynthesis		1BRM
group_1466	WP_002965767	COG3324	0	R	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	VOC		31710815	3OXH
group_1467	WP_004682252	COG1739	0	R	Putative translation regulator, IMPACT (imprinted ancient) protein family	YIH1		15126500	1VI7
group_1469	WP_004682238	COG0578	0	C	Glycerol-3-phosphate dehydrogenase	GlpA	Isoprenoid biosynthesis		2RGH
group_147	WP_002966659	COG1108	0	P	ABC-type Mn2+/Zn2+ transport system, permease component	ZnuB			
group_1470	WP_005971080	COG0583	2	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1471	WP_006153074	COG3839	0	G	ABC-type sugar transport system, ATPase component MalK	MalK			2ONK
group_1472	WP_002972101	COG1904	2	G	Glucuronate isomerase	UxaC			1J5S
group_1473	WP_002965827	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_1474	WP_002965821	COG1993	0	T	PII-like signaling protein				1O51
group_1475	WP_004682177	COG0789	1	K	DNA-binding transcriptional regulator, MerR family	SoxR			2VZ4
group_1477	WP_004682189	COG2070	0	R	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family	YrpB			
group_1480	WP_010658744	COG1653	0	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB			2Z8D
group_1483	WP_004681844	COG1897	0	E	Homoserine O-succinyltransferase	MetA	Methionine biosynthesis		2GHR
group_1484	WP_004681843	COG3757	0	M	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family	Acm			1H09
group_1485	WP_002966165	COG1309	3	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	AcrR			2QOP
group_1486	WP_002966168	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_1487	WP_002967313	COG2391	2	R	Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains	YedE			
group_149	WP_075589504	COG2067	2	I	Long-chain fatty acid transport protein	FadL			1T16
group_1495	WP_002968361	COG0169	0	E	Shikimate 5-dehydrogenase	AroE	Aromatic amino acid biosynthesis		1NPD
group_1498	WP_002966241	COG1109	0	G	Phosphomannomutase	ManB			6MNV
group_15	WP_005971048	COG0790	1	R	TPR repeat	TPR			1KLX
group_15	WP_005971048	COG1196	3	D	Chromosome segregation ATPase Smc	Smc			5XG3
group_1501	WP_004684408	COG5319	0	S	Uncharacterized conserved protein, DUF1178 domain				
group_1508	WP_004684445	COG4974	0	L	Site-specific recombinase XerD	XerD			1A0P
group_1509	WP_002964985	COG3735	0	S	Uncharacterized conserved protein YbaP, TraB family	TraB			
group_151	WP_002967344	COG0687	0	E	Spermidine/putrescine-binding periplasmic protein	PotD			1POT
group_1513	WP_004684471	COG2194	0	M	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	OpgE			5ZZU
group_1515	WP_004684387	COG0010	0	E	Arginase/agmatinase family enzyme	SpeB	Urea cycle		1CEV
group_1516	WP_004686716	COG1027	0	E	Aspartate ammonia-lyase	AspA			6WNG
group_1517	WP_002971902	COG2271	0	G	Sugar phosphate permease	UhpC			1PW4
group_1519	WP_004684482	COG2086	0	C	Electron transfer flavoprotein, alpha and beta subunits	FixA			5OL2
group_1520	WP_049751145	COG2096	0	H	Cob(II)alamin adenosyltransferase	PduO	Cobalamine/B12 biosynthesis		1NOG
group_1521	WP_004684484	COG0300	0	R	Short-chain dehydrogenase	YqjQ			
group_1522	WP_002969497	COG3703	0	P	Gamma-glutamylcyclotransferase ChaC2 (glutathione degradation)	ChaC2		27913623	5HWI
group_1523	WP_002965059	COG0204	0	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	PlsC	Phospholipid biosynthesis		1IUQ
group_1525	WP_002965066	COG0708	0	L	Exonuclease III	XthA			1AKO
group_1528	WP_002968005	COG0271	0	KT	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	BolA		19111750;2569159	2DHM
group_1529	WP_002967018	COG4536	0	P	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains	CorB		1779764	
group_153	WP_005969556	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_1532	WP_004684535	COG0424	0	Q	7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily	Maf		24210219	2P5X
group_1533	WP_004684536	COG0237	0	H	Dephospho-CoA kinase	CoaE	Pantothenate/CoA biosynthesis		1JJV
group_1534	WP_004684539	COG2821	0	M	Membrane-bound lytic murein transglycosylase	MltA			2AE0
group_1535	WP_002965141	COG1396	3	K	Transcriptional regulator, contains XRE-family HTH domain	HipB			1ADR
group_1538	WP_004684546	COG1866	0	C	Phosphoenolpyruvate carboxykinase, ATP-dependent	PckA	Gluconeogenesis		1AQ2
group_1539	WP_002965156	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
group_1545	WP_002965201	COG2832	0	S	Uncharacterized membrane protein YbaN, DUF454 family	YbaN			
group_1549	WP_002965226	COG2740	1	R	Nucleoid-associated protein YlxR, Predicted RNA-binding, DUF448 family	YlxR		11679764;31118925	1G2R
group_155	WP_004683480	COG0243	0	C	Anaerobic selenocysteine-containing dehydrogenase	BisC			1EU1
group_1551	WP_004684588	COG3807	0	S	SH3-like domain	SH3			
group_1552	WP_002967050	COG0791	3	M	Cell wall-associated hydrolase, NlpC_P60 family	NlpC			2EVR
group_1553	WP_004686734	COG1024	0	I	Enoyl-CoA hydratase/carnithine racemase	CaiD	Fatty acid biosynthesis		1DCI
group_1555	WP_004684602	COG0119	2	E	Isopropylmalate/homocitrate/citramalate synthases	LeuA	Isoleucine, leucine, valine biosynthesis		4JN6
group_1556	WP_004686736	COG1960	0	I	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	CaiA	Fatty acid biosynthesis		1BUC
group_1557	WP_005970295	COG0729	0	M	Outer membrane translocation and assembly module TamA	TamA			4BZA
group_1558	WP_004684631	COG0179	0	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	YcgM			1GTT
group_1559	WP_002965316	COG1272	0	U	Predicted membrane channel-forming protein YqfA, hemolysin III family	YqfA			3WXV
group_156	WP_002963908	COG3808	0	C	Na+ or H+-translocating membrane pyrophosphatase	OVP1		11342551	4A01
group_1562	WP_002964252	COG2867	0	J	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module	PasT		21323758	1T17
group_1564	WP_004683839	COG0508	0	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	AceF	Pyruvate oxidation		1B5S
group_1567	WP_004683844	COG0504	0	F	CTP synthase (UTP-ammonia lyase)	PyrG	Pyrimidine biosynthesis		1S1M
group_1568	WP_002964278	COG3494	0	S	Uncharacterized conserved protein, DUF1009 family				4GGM
group_1571	WP_002965336	COG0670	0	P	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	YbhL		28064000	4PGR
group_1572	WP_011982322	COG4181	0	Q	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	YbbA			
group_1573	WP_004684637	COG1280	0	E	Threonine/homoserine/homoserine lactone efflux protein	RhtB			
group_1575	WP_004682474	COG0289	0	E	4-hydroxy-tetrahydrodipicolinate reductase	DapB	Lysine biosynthesis	29684280	1ARZ
group_1576	WP_002965610	COG1968	0	I	Undecaprenyl pyrophosphate phosphatase	UppP			5OON
group_1577	WP_002968608	COG0702	0	R	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	YbjT			5L3Z
group_158	WP_004682526	COG3386	0	G	Sugar lactone lactonase YvrE	YvrE	Non-phosphorylated Entner-Doudoroff pathway		1E1A
group_1581	WP_002967375	COG1011	0	H	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	YigB		24123841	4JB3
group_1582	WP_002970785	COG0218	0	D	GTP-binding protein EngB required for normal cell division	EngB			5UCV
group_1584	WP_004682433	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_1585	WP_002965649	COG0625	0	O	Glutathione S-transferase	GstA			1A0F
group_1586	WP_004682403	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_1587	WP_002965659	COG0251	0	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	RidA	Pyrimidine degradation	22094463;32205462	1J7H
group_1588	WP_004681527	COG3256	2	P	Nitric oxide reductase large subunit	NorB			3WFC
group_159	WP_004683194	COG1086	0	MO	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	FlaA1			2GN4
group_1590	WP_004681460	COG1752	0	R	Predicted acylesterase/phospholipase RssA, containd patatin domain	RssA			5FQU
group_1591	WP_004681448	COG3038	0	C	Cytochrome b561	CybB			5OC0
group_1594	WP_002968994	COG0656	0	Q	Aldo/keto reductase, related to diketogulonate reductase	ARA1			1Q13
group_1595	WP_002966418	COG1804	0	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	CaiB			1P5H
group_1598	WP_004686837	COG0235	0	EG	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	AraD	Urea cycle	31950558	1FUA
group_160	WP_004683047	COG2199	1	T	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	GGDEF			6D9M
group_1600	WP_002966461	COG1309	0	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	AcrR			2QOP
group_1601	WP_004681301	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_1602	WP_002966481	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1603	WP_004681263	COG1670	0	JO	Protein N-acetyltransferase, RimJ/RimL family	RimL			1S7F
group_1605	WP_006084601	COG1054	0	J	tRNA U34 5'-hydroxylase TrhO, rhodanese family	TrhO		31253794	4F67
group_1606	WP_002963732	COG5402	0	S	Uncharacterized protein, contains DUF1214 domain				
group_1607	WP_002963729	COG5447	0	S	Uncharacterized conserved protein, DUF1491 domain				2KNR
group_1609	WP_002963707	COG3654	0	X	Prophage maintenance system killer protein	Doc			
group_161	WP_012090735	COG4664	1	Q	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	FcbT3			
group_1611	WP_004683244	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_1612	WP_004684331	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_1613	WP_002964920	COG1057	0	H	Nicotinate-nucleotide adenylyltransferase NadD	NadD	NAD biosynthesis		1YUM
group_1615	WP_002964915	COG0793	0	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain	CtpA			6IQU
group_1616	WP_004684306	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_1618	WP_004684303	COG2951	2	M	Membrane-bound lytic murein transglycosylase B	MltB			1D0K
group_162	WP_004682822	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
group_1620	WP_004684277	COG1289	2	S	Uncharacterized membrane protein YccC	YccC			
group_1621	WP_002964883	COG5468	0	S	Predicted lipoprotein involved in lipopolysaccharide assembly				
group_1625	WP_002964858	COG0142	0	H	Geranylgeranyl pyrophosphate synthase	IspA	Isoprenoid biosynthesis		2AZJ
group_1627	WP_004684210	COG4784	0	R	Putative Zn-dependent protease				
group_1628	WP_004684204	COG4143	0	H	ABC-type thiamine transport system, periplasmic component TbpA	TbpA			2QRY
group_1632	WP_002964810	COG1692	0	T	2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family	YmdB		24163345	2CV9
group_1633	WP_002964807	COG1268	0	H	Biotin transporter BioY	BioY			4DVE
group_1634	WP_002964806	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_1639	WP_004684141	COG0111	1	H	Phosphoglycerate dehydrogenase or related dehydrogenase	SerA	Serine biosynthesis		3OET
group_164	WP_004682290	COG1902	0	C	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	FadH			1BWK
group_1640	WP_005970918	COG0121	0	R	Predicted glutamine amidotransferase YafJ	YafJ			1TE5
group_1646	WP_002964734	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_1647	WP_004684116	COG1879	0	G	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	RbsB			1BA2
group_1648	WP_004684109	COG2095	0	E	Small neutral amino acid transporter SnatA, MarC family	MarC		17954692;12761179	
group_1649	WP_004684107	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_165	WP_002967234	COG0339	0	O	Zn-dependent oligopeptidase, M3 family	Dcp		25239919;31422053	5L43
group_1651	WP_004684104	COG3800	1	R	Predicted transcriptional regulator				6CYJ
group_1652	WP_002967859	COG0687	0	E	Spermidine/putrescine-binding periplasmic protein	PotD			1POT
group_1653	WP_002967853	COG3306	0	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family				
group_1654	WP_002967852	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_1656	WP_004684091	COG2113	0	E	ABC-type proline/glycine betaine transport system, periplasmic component	ProX			1R9L
group_1658	WP_002964674	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_1659	WP_004684084	COG0435	0	C	Glutathionyl-hydroquinone reductase	ECM4			6GCA
group_166	WP_011005608	COG0382	1	H	4-hydroxybenzoate polyprenyltransferase	UbiA	Ubiquinone biosynthesis	28830929	4OD4
group_166	WP_011005608	COG0560	1	E	Phosphoserine phosphatase	SerB	Serine biosynthesis		3N28
group_1660	WP_002964659	COG3816	0	S	Uncharacterized conserved protein, DUF1285 family				2RA9
group_1661	WP_002964645	COG0503	0	F	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	Apt	Purine salvage		1QB7
group_1662	WP_004684068	COG0006	0	E	Xaa-Pro aminopeptidase	PepP			1A16
group_1663	WP_002964625	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_1666	WP_002964604	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_1669	WP_011005085	COG2899	0	P	Uncharacterized TerC-related membrane protein, DUF475 domain	TerC2			
group_1671	WP_004686360	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_1672	WP_004684031	COG0640	3	K	DNA-binding transcriptional regulator, ArsR family	ArsR			3F6V
group_1672	WP_004684031	COG2226	3	H	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	UbiE	Biotin biosynthesis		4OBW
group_1673	WP_002964549	COG1914	0	P	Mn2+ or Fe2+ transporter, NRAMP family	MntH			5KTE
group_1675	WP_004684025	COG5462	0	S	Predicted secreted (periplasmic) protein				
group_1676	WP_004684019	COG1181	0	MR	D-alanine-D-alanine ligase or related ATP-grasp enzyme	DdlA	Mureine biosynthesis		1E4E
group_1678	WP_002964525	COG2264	0	J	Ribosomal protein L11 methylase PrmA	PrmA			3GRZ
group_1679	WP_004686944	COG4702	0	S	Uncharacterized conserved protein, UPF0303 family				4CLC
group_168	WP_004681867	COG4166	0	E	ABC-type oligopeptide transport system, periplasmic component	OppA			1B05
group_1682	WP_002964497	COG0507	2	L	ATPase/5’-3’ helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V)	RecD		29901759;30601118	1W36
group_1683	WP_002964487	COG2374	2	R	Predicted extracellular nuclease				
group_1685	WP_004683974	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_1686	WP_004683973	COG1253	1	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
group_1687	WP_002967757	COG2510	0	H	Riboflavin transporter RibN, EamA domain	RibN		23935051	
group_1689	WP_004683956	COG4103	0	P	Tellurite resistance protein TerB	TerB2		23044854	2JXU
group_169	WP_041594658	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_1690	WP_004683949	COG1853	0	C	FMN reductase RutF, DIM6/NTAB family	RutF	Pyrimidine degradation		1EJE
group_1694	WP_002964398	COG3553	0	S	Uncharacterized conserved protein, DUF2218 domain				2JPI
group_1695	WP_002967744	COG1430	0	S	Uncharacterized conserved membrane protein, UPF0127 family				3M7A
group_1697	WP_004686957	COG3672	0	O	Predicted transglutaminase-like protein				4FGO
group_1698	WP_002964379	COG0705	0	O	Membrane-associated serine protease, rhomboid family	GlpG			2IC8
group_1708	WP_004683912	COG4666	0	R	TRAP-type uncharacterized transport system, fused permease components				
group_1709	WP_002966853	COG4770	0	I	Acetyl/propionyl-CoA carboxylase, alpha subunit	PccA			3U9S
group_1710	WP_004683903	COG0789	0	K	DNA-binding transcriptional regulator, MerR family	SoxR			2VZ4
group_1713	WP_002964304	COG1434	0	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	ElyC		24391520	3CA8
group_1715	WP_004681913	COG2199	1	T	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	GGDEF			6D9M
group_1717	WP_004681909	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_1718	WP_004681908	COG0494	0	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_1720	WP_002966034	COG0540	0	F	Aspartate carbamoyltransferase, catalytic subunit	PyrB	Pyrimidine biosynthesis		1NBE
group_1721	WP_002971239	COG2220	0	G	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	UlaG			2WYM
group_1723	WP_002966072	COG2329	0	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	HmoA		21873409	1IUJ
group_1724	WP_004681537	COG0425	1	JHO	Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)	TusA		23894086	1DCJ
group_1725	WP_004681548	COG1262	0	O	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	YfmG			2AFT
group_1726	WP_004681552	COG1609	0	K	DNA-binding transcriptional regulator, LacI/PurR family	PurR			1BDH
group_1727	WP_002966318	COG4221	0	C	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	YdfG	Pyrimidine degradation		3P19
group_173	WP_004684659	COG0744	0	M	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	MrcB			3FWL
group_1730	WP_002966294	COG3154	0	H	Ubiquinone biosynthesis accessory factor UbiT, lipid carrier SCP2 domain	UbiT		31289180	1C44
group_1732	WP_011005770	COG0664	0	T	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	Crp			1FT9
group_1735	WP_002965912	COG1737	0	K	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	RpiR			2O3F
group_1737	WP_004682051	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_1738	WP_004682054	COG4176	0	E	ABC-type proline/glycine betaine transport system, permease component	ProW			
group_1739	WP_004682063	COG1737	0	K	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	RpiR			2O3F
group_1740	WP_004682090	COG1570	0	L	Exonuclease VII, large subunit	XseA			
group_1742	WP_004682112	COG0345	0	E	Pyrroline-5-carboxylate reductase	ProC	Proline biosynthesis	22125496;26507882	3GT0
group_1744	WP_002971781	COG1212	0	M	CMP-2-keto-3-deoxyoctulosonic acid synthetase	KdsB	Lipid A biosynthesis		1VH1
group_1745	WP_002965282	COG0537	0	FR	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	HinT		20934431	1AV5
group_1747	WP_002969591	COG5345	0	S	Uncharacterized conserved protein, DUF2333 domain				
group_1749	WP_004681910	COG3706	0	TK	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	PleD			1W25
group_1750	WP_005971727	COG4813	0	G	Trehalose utilization protein	ThuA			1T0B
group_1751	WP_004684599	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_1754	WP_080502841	COG0343	2	J	Queuine/archaeosine tRNA-ribosyltransferase	Tgt	tRNA modification	15805528	1XW8
group_1755	WP_005968673	COG0513	3	L	Superfamily II DNA and RNA helicase	SrmB			3RRM
group_1757	WP_005968406	COG1396	1	K	Transcriptional regulator, contains XRE-family HTH domain	HipB			1ADR
group_1757	WP_005968406	COG3800	1	R	Predicted transcriptional regulator				6CYJ
group_1758	WP_004684714	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_1759	WP_004683717	COG2833	0	S	Uncharacterized protein, contains ferritin-like DUF455 domain				
group_176	WP_005974650	COG0612	0	R	Predicted Zn-dependent peptidase, M16 family	PqqL			6OFS
group_1760	WP_002963618	COG0304	0	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8
group_1762	WP_004684250	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_1763	WP_002964587	COG0358	0	L	DNA primase (bacterial type)	DnaG		28128549	3B39
group_1764	WP_004683096	COG1066	0	L	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	Sms		30877841	5LKM
group_1765	WP_004684961	COG0449	0	M	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	GlmS			2J6H
group_1766	WP_002971383	COG1409	0	T	3',5'-cyclic AMP phosphodiesterase CpdA	CpdA			2ZO9
group_1767	WP_004686432	COG1961	0	L	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	SpoIVCA			1GDT
group_1769	WP_011005795	COG0738	0	G	Fucose permease	FucP			3O7P
group_177	WP_004681308	COG2814	3	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_1770	WP_002966402	COG0277	0	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
group_1773	WP_004684011	COG1999	0	O	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	Sco1			1ON4
group_1774	WP_012092358	COG0765	1	E	ABC-type amino acid transport system, permease component	HisM			4YMS
group_1775	WP_002968376	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_1776	WP_004684130	COG3920	1	T	Two-component sensor histidine kinase, HisKA and HATPase domains				4R39
group_1776	WP_004684130	COG5278	1	T	Extracytoplasmic sensor domain CHASE3 (specificity unknown)	CHASE3			3VA9
group_1777	WP_004684511	COG0523	0	R	Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family	YejR		19822009;31132310	1NIJ
group_1778	WP_004683498	COG2019	0	F	Archaeal adenylate kinase	AdkA			1KI9
group_178	WP_002963705	COG4448	0	E	L-asparaginase II	AnsA2			
group_1780	WP_004683959	COG1429	2	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	CobN	Cobalamine/B12 biosynthesis		4ZHJ
group_1787	WP_002965533	COG5328	0	S	Uncharacterized conserved protein, UPF0262 family				
group_1788	WP_002968154	COG0394	0	T	Protein-tyrosine-phosphatase	Wzb		26641313	4D74
group_1794	WP_002965484	COG0395	0	G	ABC-type glycerol-3-phosphate transport system, permease component	UgpE			1VR4
group_1795	WP_002965482	COG1653	0	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB			2Z8D
group_1797	WP_002965432	COG3749	0	S	Uncharacterized conserved protein, DUF934 family				
group_1800	WP_004686649	COG1934	0	M	Lipopolysaccharide export system protein LptA	LptA			2R19
group_1801	WP_004684679	COG0776	0	L	Bacterial nucleoid DNA-binding protein IHF-alpha	HimA			1B8Z
group_1803	WP_004684678	COG1092	3	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	RlmK	23S rRNA modification		2B78
group_1804	WP_011005405	COG3176	0	R	Putative hemolysin				
