Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_3101	WP_002964749	COG1595	1	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	RNA polymerase		2Q1Z
group_3102	WP_004684121	COG1495	0	O	Disulfide bond formation protein DsbB	DsbB			2LTQ
group_3107	WP_040129029	COG0741	3	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_3108	WP_004684584	COG0130	0	J	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	TruB	tRNA modification		1K8W
group_311	WP_004684576	COG0204	0	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	PlsC	Phospholipid biosynthesis		1IUQ
group_3111	WP_002965137	COG3030	0	R	FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	FxsA			
group_3114	WP_004684501	COG2217	1	P	Cation-transporting P-type ATPase	ZntA			4BBJ
group_3114	WP_004684501	COG2608	1	P	Copper chaperone CopZ	CopZ			1AFI
group_3117	WP_004684432	COG1946	0	I	Acyl-CoA thioesterase	TesB			1C8U
group_3118	WP_002964948	COG0388	0	C	Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate	Nit2		28373563	
group_3120	WP_004683680	COG3454	0	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM	PhnM			
group_3121	WP_004683680	COG3454	0	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM	PhnM			
group_3123	WP_002963637	COG4233	0	OC	Thiol-disulfide interchange protein, contains DsbC and DsbD domains				
group_3124	WP_002963637	COG4233	0	OC	Thiol-disulfide interchange protein, contains DsbC and DsbD domains				
group_3125	WP_002963637	COG4233	0	OC	Thiol-disulfide interchange protein, contains DsbC and DsbD domains				
group_3126	WP_004683139	COG0761	0	I	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	IspH	Isoprenoid biosynthesis		3DNF
group_3128	WP_004685460	COG0123	0	Q	Acetoin utilization deacetylase AcuC or a related deacetylase	AcuC			1C3P
group_3129	WP_004683047	COG2199	1	T	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	GGDEF			6D9M
group_3131	WP_002963483	COG1970	0	M	Large-conductance mechanosensitive channel	MscL			2OAR
group_3132	WP_002964691	COG0566	0	J	tRNA G18 (ribose-2'-O)-methylase SpoU	SpoU	tRNA modification		1GZ0
group_3133	WP_004686933	COG0556	1	L	Excinuclease UvrABC helicase subunit UvrB	UvrB			1C4O
group_3134	WP_002969148	COG0110	0	R	Acetyltransferase, isoleucine patch superfamily	WbbJ			
group_3135	WP_004684010	COG3045	0	T	Periplasmic catabolite regulation protein CreA (function unknown)	CreA			
group_3136	WP_004683996	COG1309	0	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	AcrR			2QOP
group_3139	WP_005969766	COG4943	0	T	Redox-sensing c-di-GMP phosphodiesterase, contains CSS-motif and EAL domains	YjcC		29514851	
group_314	WP_004684526	COG2984	0	R	ABC-type uncharacterized transport system, periplasmic component				3LFT
group_3140	WP_002964806	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3141	WP_004684284	COG0144	1	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	RsmB	16S rRNA modification		2FRX
group_3143	WP_002967786	COG0829	0	O	Urease accessory protein UreH	UreH			3SF5
group_3146	WP_012091846	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3146	WP_012091846	COG0665	1	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_3147	WP_002964339	COG0100	0	J	Ribosomal protein S11	RpsK	Ribosome 30S subunit		4V4H
group_3148	WP_004683914	COG4764	0	R	Predicted transglycosylase, contains SLT domain	SLT			
group_3151	WP_004683894	COG5458	0	S	Uncharacterized conserved protein, DUF1489 domain				
group_3153	WP_005968454	COG0658	3	U	DNA uptake channel protein ComEC, N-terminal domain	ComEC			
group_3154	WP_002964220	COG0809	0	J	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	QueA	tRNA modification		1VKY
group_3155	WP_002963707	COG3654	0	X	Prophage maintenance system killer protein	Doc			
group_3157	WP_004683321	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3158	WP_004683321	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3159	WP_004683334	COG0308	0	E	Aminopeptidase N, contains DUF3458 domain	PepN		24123841	6ATK
group_3160	WP_002963803	COG0736	0	I	Phosphopantetheinyl transferase (holo-ACP synthase)	AcpS			1F7L
group_3161	WP_002970991	COG0681	3	U	Signal peptidase I	LepB		1925027	1B12
group_3166	WP_004684087	COG0147	1	EH	Anthranilate/para-aminobenzoate synthases component I	TrpE	Aromatic amino acid biosynthesis		1I1Q
group_3166	WP_004684087	COG0512	1	EH	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase)	PabA	Aromatic amino acid biosynthesis		1I1Q
group_3171	WP_005969645	COG2801	3	X	Transposase InsO and inactivated derivatives	Tra5			
group_318	WP_002964955	COG4223	3	S	Uncharacterized conserved protein				
group_3180	WP_002971034	COG1752	0	R	Predicted acylesterase/phospholipase RssA, containd patatin domain	RssA			5FQU
group_3181	WP_002964323	COG0796	0	M	Glutamate racemase	MurI	Mureine biosynthesis		1B73
group_3184	WP_005971299	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_3186	WP_002967518	COG0635	0	H	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase	HemN	Heme biosynthesis		1OLT
group_3187	WP_004683762	COG0280	1	C	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	Pta		28754323	1QZT
group_3187	WP_004683762	COG0281	1	C	Malic enzyme	SfcA	Urea cycle		1DO8
group_3188	WP_002965059	COG0204	0	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	PlsC	Phospholipid biosynthesis		1IUQ
group_3189	WP_002965622	COG2171	0	E	Tetrahydrodipicolinate N-succinyltransferase	DapD	Lysine biosynthesis		3BXY
group_3190	WP_004681867	COG4166	0	E	ABC-type oligopeptide transport system, periplasmic component	OppA			1B05
group_3192	WP_004684015	COG0497	0	L	DNA repair ATPase RecN	RecN			4AD8
group_3193	WP_004681871	COG1004	0	M	UDP-glucose 6-dehydrogenase	Ugd			1DLI
group_3195	WP_002966140	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_3196	WP_002966140	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_3197	WP_004681823	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_3198	WP_002966209	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
group_3199	WP_004681485	COG1902	0	C	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	FadH			1BWK
group_32	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_320	WP_002963736	COG4695	0	X	Phage portal protein BeeE	BeeE			
group_3200	WP_004681301	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_3201	WP_005972176	COG2334	0	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	SrkA	Threonine biosynthesis		1ZYL
group_3202	WP_005972176	COG2334	0	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	SrkA	Threonine biosynthesis		1ZYL
group_3203	WP_004684064	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3204	WP_004686933	COG0556	1	L	Excinuclease UvrABC helicase subunit UvrB	UvrB			1C4O
group_3205	WP_004686933	COG0556	1	L	Excinuclease UvrABC helicase subunit UvrB	UvrB			1C4O
group_3206	WP_004683962	COG2084	0	I	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	MmsB			1I36
group_3207	WP_002965986	COG0411	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
group_3208	WP_004682999	COG1160	0	J	Double Era-like domain GTPase Der	Der			1MKY
group_3209	WP_004682927	COG0534	0	V	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	NorM		29915058	3VVN
group_321	WP_004686786	COG3021	0	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	YafD			
group_3210	WP_004682905	COG4782	0	R	Esterase/lipase superfamily enzyme				
group_3211	WP_004682297	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3212	WP_004682297	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3213	WP_004682345	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_3214	WP_004682391	COG0400	1	R	Predicted esterase	YpfH			
group_3215	WP_004682483	COG3714	0	S	Uncharacterized membrane protein YhhN	YhhN			
group_3216	WP_004684256	COG0665	0	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_3217	WP_002966715	COG2115	0	G	Xylose isomerase	XylA			1A0C
group_3219	WP_004683892	COG1686	0	M	D-alanyl-D-alanine carboxypeptidase	DacC			1HD8
group_322	WP_004683389	COG0317	0	TK	(p)ppGpp synthase/hydrolase, HD superfamily	SpoT			1TDJ
group_3220	WP_002964285	COG0020	0	I	Undecaprenyl pyrophosphate synthase	UppS			1X07
group_3222	WP_004683698	COG1354	0	L	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	ScpA			3W6J
group_3223	WP_005972274	COG1804	0	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	CaiB			1P5H
group_3224	WP_005972274	COG1804	0	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	CaiB			1P5H
group_3225	WP_004682552	COG0022	1	C	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	AcoB	Pyruvate oxidation		2OZL
group_3225	WP_004682552	COG1071	1	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	AcoA	Pyruvate oxidation		1DTW
group_3226	WP_004683820	COG0841	0	V	Multidrug efflux pump subunit AcrB	AcrB			1IWG
group_3229	WP_041594660	COG0472	0	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	Rfe	Mureine biosynthesis		4J72
group_3231	WP_004683715	COG5009	0	M	Membrane carboxypeptidase/penicillin-binding protein	MrcA			3D0F
group_3232	WP_002972093	COG2032	0	P	Cu/Zn superoxide dismutase	SodC			1ESO
group_3233	WP_002966506	COG0794	1	GM	D-arabinose 5-phosphate isomerase GutQ	GutQ			5UQI
group_3233	WP_002966506	COG2524	3	K	Predicted transcriptional regulator, contains C-terminal CBS domains				
group_3234	WP_002966506	COG0794	1	GM	D-arabinose 5-phosphate isomerase GutQ	GutQ			5UQI
group_3234	WP_002966506	COG2524	3	K	Predicted transcriptional regulator, contains C-terminal CBS domains				
group_3235	WP_004682290	COG1902	0	C	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	FadH			1BWK
group_3239	WP_004682959	COG1975	0	O	Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family	XdhC		24498065	2WE7
group_3240	WP_002964709	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_3242	WP_004684548	COG0499	0	H	S-adenosylhomocysteine hydrolase	SAM1			1A7A
group_3243	WP_011005451	COG0815	0	M	Apolipoprotein N-acyltransferase	Lnt			6NWR
group_3244	WP_005968467	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_3245	WP_004682439	COG0251	0	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	RidA	Pyrimidine degradation	22094463;32205462	1J7H
group_3246	WP_002963701	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3247	WP_004683330	COG3306	1	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family				
group_3247	WP_004683330	COG3307	1	M	O-antigen ligase	RfaL			
group_3248	WP_004683330	COG3306	1	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family				
group_3248	WP_004683330	COG3307	1	M	O-antigen ligase	RfaL			
group_3249	WP_002963767	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_3250	WP_010659441	COG0523	1	R	Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family	YejR		19822009;31132310	1NIJ
group_3251	WP_004683856	COG0008	0	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ
group_3253	WP_002968608	COG0702	0	R	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	YbjT			5L3Z
group_3254	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_3255	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_3256	WP_012091270	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_3257	WP_004681903	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_3258	WP_004684499	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
group_3259	WP_004684499	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
group_326	WP_002967538	COG0628	0	R	Predicted PurR-regulated permease PerM	PerM			
group_3260	WP_041594657	COG1674	3	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK			2IUT
group_3261	WP_041594657	COG1674	3	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK			2IUT
group_3262	WP_041594657	COG1674	3	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK			2IUT
group_3264	WP_002968069	COG2951	1	M	Membrane-bound lytic murein transglycosylase B	MltB			1D0K
group_3266	WP_012092024	COG0642	3	T	Signal transduction histidine kinase	BaeS			1JOY
group_3266	WP_012092024	COG0784	1	T	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	CheY			6QRJ
group_3266	WP_012092024	COG2202	1	T	PAS domain	PAS			2MWG
group_3267	WP_004681894	COG1207	0	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	GlmU			3FWW
group_3268	WP_004681894	COG1207	0	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	GlmU			3FWW
group_3269	WP_004684499	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
group_327	WP_002964054	COG1104	0	E	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	NifS		22773787;25825430	4IXO
group_3270	WP_002964126	COG0120	0	G	Ribose 5-phosphate isomerase	RpiA	Pentose phosphate pathway		1KS2
group_3271	WP_004681223	COG3451	0	U	Type IV secretory pathway, VirB4 component	VirB4			
group_3273	WP_004683888	COG3146	0	R	Predicted N-acyltransferase				
group_3274	WP_004681908	COG0494	0	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_3279	WP_002963636	COG0678	0	O	Peroxiredoxin	AHP1			1H4O
group_328	WP_004682083	COG1289	0	S	Uncharacterized membrane protein YccC	YccC			
group_3281	WP_004682051	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_3285	WP_004682961	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_3286	WP_002966205	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_329	WP_004686020	COG2113	0	E	ABC-type proline/glycine betaine transport system, periplasmic component	ProX			1R9L
group_3290	WP_004684305	COG2240	0	H	Pyridoxal/pyridoxine/pyridoxamine kinase	PdxK	Pyridoxal phosphate biosynthesis	19096365;23189126	5ZW9
group_3291	WP_004684192	COG0469	0	G	Pyruvate kinase	PykF	Glycolysis		6QXL
group_3292	WP_004684546	COG1866	0	C	Phosphoenolpyruvate carboxykinase, ATP-dependent	PckA	Gluconeogenesis		1AQ2
group_3294	WP_004686229	COG4547	0	H	Cobalamin biosynthesis cobaltochelatase CobT subunit	CobT2	Cobalamine/B12 biosynthesis		
group_3295	WP_004684087	COG0147	1	EH	Anthranilate/para-aminobenzoate synthases component I	TrpE	Aromatic amino acid biosynthesis		1I1Q
group_3295	WP_004684087	COG0512	1	EH	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase)	PabA	Aromatic amino acid biosynthesis		1I1Q
group_3297	WP_010661100	COG0416	0	I	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis)	PlsX		18992246	2GK3
group_3299	WP_004683748	COG0143	0	J	Methionyl-tRNA synthetase	MetG	Aminoacyl-tRNA synthetases		1A8H
group_33	WP_005970312	COG4770	0	I	Acetyl/propionyl-CoA carboxylase, alpha subunit	PccA			3U9S
group_330	WP_004682041	COG3931	0	E	Predicted N-formylglutamate amidohydrolase	HutG2			2ODF
group_3300	WP_002966309	COG3420	0	P	Nitrous oxide reductase accessory protein NosD, contains tandem CASH domains	NosD			2KZW
group_3304	WP_004684686	COG0689	0	J	Ribonuclease PH	Rph			1UDO
group_3305	WP_004683707	COG4872	0	S	Uncharacterized membrane protein				
group_3306	WP_002963709	COG0598	0	P	Mg2+ and Co2+ transporter CorA	CorA			2BBH
group_3308	WP_002967908	COG0257	0	J	Ribosomal protein L36	RpmJ	Ribosome 50S subunit	21627333	1DFE
group_3310	WP_005972474	COG1070	0	G	Sugar (pentulose or hexulose) kinase	XylB	Non-phosphorylated Entner-Doudoroff pathway		4C23
group_3311	WP_005972474	COG1070	0	G	Sugar (pentulose or hexulose) kinase	XylB	Non-phosphorylated Entner-Doudoroff pathway		4C23
group_3312	WP_004684551	COG2887	1	L	RecB family exonuclease	Slr0479			
group_3312	WP_004684551	COG3893	1	L	Inactivated superfamily I helicase				
group_3313	WP_004681660	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
group_3314	WP_002966168	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3315	WP_005971540	COG0628	0	R	Predicted PurR-regulated permease PerM	PerM			
group_3319	WP_004686751	COG0578	0	C	Glycerol-3-phosphate dehydrogenase	GlpA	Isoprenoid biosynthesis		2RGH
group_3322	WP_011005393	COG0646	1	E	Methionine synthase I (cobalamin-dependent), methyltransferase domain	MetH1	Methionine biosynthesis		1LT7
group_3322	WP_011005393	COG1410	1	E	Methionine synthase I, cobalamin-binding domain	MetH2	Methionine biosynthesis		4DJD
group_3323	WP_004686510	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3324	WP_004683973	COG1253	1	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
group_3325	WP_002963480	COG2197	0	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
group_3327	WP_004683108	COG0360	1	J	Ribosomal protein S6	RpsF	Ribosome 30S subunit		4V4H
group_3328	WP_004685697	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3328	WP_004685697	COG0793	3	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain	CtpA			6IQU
group_3330	WP_004683686	COG0368	0	H	Cobalamin synthase CobS (adenosylcobinamide-GDP ribazoletransferase)	CobS	Cobalamine/B12 biosynthesis	31481610	
group_3331	WP_004683601	COG2050	0	Q	Acyl-CoA thioesterase PaaI, contains HGG motif	PaaI			1PSU
group_3332	WP_012093044	COG0154	0	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	GatA	Aminoacyl-tRNA synthetases		3H0L
group_3333	WP_004686870	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3334	WP_004686870	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3335	WP_004684712	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3335	WP_004684712	COG0446	1	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	FadH2			1VRQ
group_3336	WP_004684712	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3336	WP_004684712	COG0446	1	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	FadH2			1VRQ
group_3337	WP_004684712	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3337	WP_004684712	COG0446	1	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	FadH2			1VRQ
group_3338	WP_004681510	COG2055	0	C	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	AllD	TCA cycle		1NXU
group_3342	WP_004683729	COG0746	0	H	Molybdopterin-guanine dinucleotide biosynthesis protein A	MobA	Molybdopterin biosynthesis	32239579	1E5K
group_3344	WP_002969568	COG3467	0	V	Nitroimidazole reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily	NimA			1W3O
group_3345	WP_004683959	COG1429	2	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	CobN	Cobalamine/B12 biosynthesis		4ZHJ
group_3346	WP_004683959	COG1429	2	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	CobN	Cobalamine/B12 biosynthesis		4ZHJ
group_3348	WP_006014546	COG3386	0	G	Sugar lactone lactonase YvrE	YvrE	Non-phosphorylated Entner-Doudoroff pathway		1E1A
group_3349	WP_010659558	COG2388	0	R	Predicted acetyltransferase, GNAT superfamily	YidJ			1R57
group_3350	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_3351	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_3353	WP_004682313	COG1304	0	CIR	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	Isoprenoid biosynthesis		6AI7
group_3354	WP_005970857	COG1178	0	P	ABC-type Fe3+ transport system, permease component	FbpB			
group_3355	WP_005970857	COG1178	0	P	ABC-type Fe3+ transport system, permease component	FbpB			
group_3356	WP_004684148	COG1729	1	D	Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction	CpoB		25951518	2WZ7
group_3357	WP_002970966	COG0038	1	P	H+/Cl- antiporter ClcA	ClcA			1KPK
group_3358	WP_004683163	COG0863	1	L	DNA modification methylase	YhdJ			1BOO
group_3359	WP_002964666	COG3047	0	M	Outer membrane protein OmpW	OmpW			2F1T
group_3360	WP_004683973	COG1253	1	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
group_3362	WP_004684232	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3364	WP_004686859	COG4943	0	T	Redox-sensing c-di-GMP phosphodiesterase, contains CSS-motif and EAL domains	YjcC		29514851	
group_3365	WP_004683938	COG0608	1	L	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation	RecJ			1IR6
group_3366	WP_002965856	COG0747	0	E	ABC-type transport system, periplasmic component	DdpA			3RQT
group_3367	WP_002963808	COG5350	0	R	Predicted protein tyrosine phosphatase				
group_3368	WP_002966706	COG0498	0	E	Threonine synthase	ThrC	Threonine biosynthesis		1VB3
group_3369	WP_005972407	COG0028	0	EH	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	IlvB	Isoleucine, leucine, valine biosynthesis		1BFD
group_337	WP_002971240	COG2202	1	T	PAS domain	PAS			2MWG
group_337	WP_002971240	COG3920	1	T	Two-component sensor histidine kinase, HisKA and HATPase domains				4R39
group_3370	WP_004683719	COG2377	0	M	1,6-Anhydro-N-acetylmuramate kinase	AnmK		15901686	3CQY
group_3371	WP_004684581	COG0220	0	J	tRNA G46 N7-methylase TrmB	TrmB	tRNA modification	19373903;16600901	1YZH
group_3372	WP_004684303	COG2951	2	M	Membrane-bound lytic murein transglycosylase B	MltB			1D0K
group_3373	WP_002966536	COG2204	2	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_3374	WP_004681934	COG1653	0	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB			2Z8D
group_3377	WP_004684287	COG0138	0	F	AICAR transformylase/IMP cyclohydrolase PurH	PurH	Purine biosynthesis		1G8M
group_3378	WP_002967437	COG0751	0	J	Glycyl-tRNA synthetase, beta subunit	GlyS	Aminoacyl-tRNA synthetases		
group_3379	WP_004684458	COG0039	0	C	Malate/lactate dehydrogenase	Mdh	TCA cycle		4WLO
group_338	WP_002966063	COG0604	2	CR	NADPH:quinone reductase or related Zn-dependent oxidoreductase	Qor			2VCY
group_3380	WP_004686711	COG0653	0	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)	SecA			2FSF
group_3381	WP_004686711	COG0653	0	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)	SecA			2FSF
group_3382	WP_002965096	COG0825	0	I	Acetyl-CoA carboxylase alpha subunit	AccA	Fatty acid biosynthesis		2F9I
group_3383	WP_011005472	COG1074	0	L	3'-5' helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	RecB		29901759;30601118	3U44
group_3384	WP_004686744	COG0258	1	L	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	ExoIX		19000038;23821668	3ZDA
group_3384	WP_004686744	COG0749	1	L	DNA polymerase I, 3'-5' exonuclease and polymerase domains	PolA			1D8Y
group_3385	WP_002966234	COG0753	0	P	Catalase	KatE			6RJR
group_3386	WP_002966234	COG0753	0	P	Catalase	KatE			6RJR
group_3388	WP_002966523	COG1113	0	E	L-asparagine transporter or related permease	AnsP			
group_339	WP_004681885	COG1079	0	F	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	NupQ		21926227	
group_3390	WP_002968433	COG0550	1	L	DNA topoisomerase IA	TopA			1CY0
group_3390	WP_002968433	COG1754	1	S	Uncharacterized C-terminal domain of topoisomerase IA				
group_3391	WP_027691246	COG0477	1	GEPR	MFS family permease, includes anhydromuropeptide permease AmpG	ProP		12426329	
group_3392	WP_042733963	COG0859	0	M	ADP-heptose:LPS heptosyltransferase	RfaF			1PSW
group_3393	WP_042733677	COG2072	2	P	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	CzcO			4USQ
group_3394	WP_081656845	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
