Gene	Length	GC	Sample	MeanCoverage	Status	CopyNumber	HeteroFrac	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene.y	FunctionalPathway	PMID	PDBID
puuE	1428	0.612	Brancorsini	19.8022618277992	Core	0.983362122127785	0	WP_002963511	COG3195	1	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	PucL			2O70
puuE	1428	0.612	Geridu	2.53575828715259	Core	1.07046805255389	0	WP_002963511	COG0726	1	GM	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	CDA1			1NY1
puuE	1428	0.612	Geridu	2.53575828715259	Core	1.07046805255389	0	WP_002963511	COG3195	1	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	PucL			2O70
surE	768	0.6094	Brancorsini	19.5120889626113	Core	0.96895240434017	0	WP_004683703	COG0496	0	L	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	SurE			2V4N
surE	768	0.6094	Geridu	3.1117068156165	Core	1.31360419954381	0	WP_004683703	COG0496	0	L	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	SurE			2V4N
ureC	1713	0.603	Brancorsini	20.1243432385941	Core	0.99935638896313	0	WP_004682812	COG0804	0	E	Urease alpha subunit	UreC			5A6T
ureC	1713	0.603	Geridu	1.96543341092762	Core	0.829705925237279	0	WP_004682812	COG0804	0	E	Urease alpha subunit	UreC			5A6T
ureE_1	732	0.5888	Brancorsini	23.1738824321672	Core	1.15079370248729	0	WP_004686385	COG0830	0	O	Urease accessory protein UreF	UreF			3SF5
ureE_1	732	0.5888	Geridu	2.47918177596255	Core	1.0465843298581	0	WP_004686385	COG0830	0	O	Urease accessory protein UreF	UreF			3SF5
ureE_2	489	0.591	Brancorsini	21.7417152628987	Core	1.07967359716495	0	WP_002963435	COG2371	0	O	Urease accessory protein UreE	UreE			1EAR
ureE_2	489	0.591	Geridu	1.17148146907941	Core	0.494539835741425	0	WP_002963435	COG2371	0	O	Urease accessory protein UreE	UreE			1EAR
ureF	687	0.6317	Brancorsini	17.4065817052856	Core	0.864394849111172	0	WP_004682815	COG0830	0	O	Urease accessory protein UreF	UreF			3SF5
ureF	687	0.6317	Geridu	1.11166035679696	Core	0.469286407648127	0	WP_004682815	COG0830	0	O	Urease accessory protein UreF	UreF			3SF5
ureG_1	639	0.5634	Brancorsini	20.1203952408509	Core	0.999160335023803	0	WP_002964473	COG0378	0	O	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	HypB		24338018;23899293	2HF8
ureG_1	639	0.5634	Geridu	1.97074965072926	Core	0.831950171030028	0	WP_002964473	COG0378	0	O	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	HypB		24338018;23899293	2HF8
ureG_2	627	0.571	Brancorsini	19.0705540033696	Core	0.947026184078606	0	WP_002963437	COG0378	0	O	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	HypB		24338018;23899293	2HF8
ureG_2	627	0.571	Geridu	3.04696834116143	Core	1.28627491148574	0	WP_002963437	COG0378	0	O	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	HypB		24338018;23899293	2HF8
virB10	1143	0.5853	Brancorsini	20.3804858361138	Core	1.01207619493553	0	WP_041594650	COG2948	3	U	Type IV secretory pathway, VirB10 component	VirB10			2BHV
virB10	1143	0.5853	Geridu	1.81631036879344	Core	0.766753768750967	0	WP_041594650	COG2948	3	U	Type IV secretory pathway, VirB10 component	VirB10			2BHV
virB11	1086	0.5866	Brancorsini	21.8293790248211	Core	1.08402689901034	0	WP_005972055	COG0630	0	NU	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase ArlI/FlaI	VirB11		32416640	1G6O
virB11	1086	0.5866	Geridu	2.54957399395819	Core	1.07630034060507	0	WP_005972055	COG0630	0	NU	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase ArlI/FlaI	VirB11		32416640	1G6O
virB5	717	0.5607	Brancorsini	24.8806189141486	Core	1.23554866752255	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
virB5	717	0.5607	Geridu	1.63489295443801	Core	0.690168572429877	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
virB9	870	0.5759	Brancorsini	23.1354225585878	Core	1.14888382051377	0	WP_041594649	COG3504	0	U	Type IV secretory pathway, VirB9 components	VirB9			
virB9	870	0.5759	Geridu	2.52123329934693	Core	1.06433634217421	0	WP_041594649	COG3504	0	U	Type IV secretory pathway, VirB9 components	VirB9			
vjbR	780	0.5333	Brancorsini	24.376404331535	Core	1.21050983477312	0	WP_002966460	COG2197	3	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
vjbR	780	0.5333	Geridu	3.04541314156879	Core	1.28561838539344	0	WP_002966460	COG2197	3	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
xth	840	0.5512	Brancorsini	20.5756553393029	Core	1.02176813308379	0	WP_004683693	COG0708	0	L	Exonuclease III	XthA			1AKO
xth	840	0.5512	Geridu	2.88417283081366	Core	1.21755093498947	0	WP_004683693	COG0708	0	L	Exonuclease III	XthA			1AKO
yut	1050	0.601	Brancorsini	15.9313610611618	Core	0.791136747797924	0	WP_002964475	COG4413	0	E	Urea transporter	Utp			
yut	1050	0.601	Geridu	2.11164238678388	Core	0.891427911297116	0	WP_002964475	COG4413	0	E	Urea transporter	Utp			
group_1295	684	0.5395	Geridu	2.53832587768104	Core	1.07155195855813	NA	WP_002966643	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
group_1354	708	0.6003	Geridu	1.01538911954393	Core	0.428645592480002	NA	WP_004683323	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
